year,heatwave_mean_length
2000,-0.07106300309601782
2001,-0.05694205493942156
2002,0.03008204072608446
2003,0.5278882709243273
2004,-0.180361979769855
2005,0.18379382800883523
2006,0.3849532192287013
2007,0.20336726569535002
2008,-0.20391298110046174
2009,-0.0018402066305209161
2010,1.6394885803870252
2011,0.2850888792875265
2012,0.39188212522399124
2013,0.6624109777304847
2014,0.4812023316387393
2015,1.6107316970127095
2016,1.2191549471168006
