year,EU28
2000,-0.19558350388255102
2001,0.26613665427516925
2002,0.5777826398760733
2003,2.0164868687058957
2004,0.0804228442951454
2005,0.08291892753509361
2006,1.110303001582488
2007,0.3077561986099376
2008,0.3246388564898345
2009,0.4583500060500899
2010,0.7761433734891867
2011,-0.03875345463458301
2012,0.4556205131893506
2013,0.7035455118418585
2014,0.23411936688770793
2015,1.011437704597906
2016,0.7244669899205464
